Total signal evaluations on June 26: 210

Time (UTC)           | Coin | Sent | Sent Score | Conf   | Source          | Missed Reason        | Matched Event                                     
2026-06-26 13:55:17  | XRP  | UP   | 0.9826     | 0.9826 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 13:55:17  | SOL  | UP   | 0.9295     | 0.9295 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:00:16  | XRP  | DOWN | 0.7473     | 0.7473 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:00:31  | XRP  | UP   | 0.9733     | 0.9733 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:00:32  | DOGE | UP   | 0.9292     | 0.9292 | EnsembleML      | N/A                  | Dogecoin Up or Down - June 26, 10:00AM-10:15AM ET 
2026-06-26 14:15:25  | SOL  | DOWN | 0.7467     | 0.7467 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:15:25  | XRP  | DOWN | 0.8500     | 0.8500 | EnsembleML      | N/A                  | XRP Up or Down - June 26, 10:15AM-10:20AM ET      
2026-06-26 14:15:32  | ETH  | DOWN | 0.6628     | 0.6628 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:20:32  | SOL  | DOWN | 0.9567     | 0.9567 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:25:23  | ETH  | DOWN | 0.8267     | 0.8267 | EnsembleML      | N/A                  | Ethereum Up or Down - June 26, 10:25AM-10:30AM ET 
2026-06-26 14:25:23  | XRP  | DOWN | 0.8000     | 0.8000 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:25:23  | SOL  | DOWN | 0.8767     | 0.8767 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:25:23  | BTC  | DOWN | 0.5700     | 0.5700 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:30:24  | ETH  | DOWN | 0.8767     | 0.8767 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:30:25  | SOL  | DOWN | 0.8767     | 0.8767 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:30:25  | XRP  | DOWN | 0.9300     | 0.9300 | EnsembleML      | NO_LIQUIDITY         | UNK                                               
2026-06-26 14:35:32  | SOL  | DOWN | 0.9500     | 0.9500 | EnsembleML      | N/A                  | Solana Up or Down - June 26, 10:35AM-10:40AM ET   
